CABANG;PROPINSI;NO ORDER;TANGGAL;SUMBER;SERIES;HARGA JUAL;DISKON;JENIS BAYAR
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500018;17-May-22;ONLINE;SCOOPY;23.120.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500049;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500050;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500055;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500051;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500052;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500054;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500053;17-May-22;OFFLINE;VARIO 160;29.710.000;0;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500069;17-May-22;OFFLINE;BEAT;19.760.000;0;TUNAI
FKH TERNATE;MALUKUUTARA;BTDTTE220500071;18-May-22;OFFLINE;SUPRA GTR 150;26.860.000;250.000;TUNAI
FKH BANGLI;BALI;BTDBGL220500011;17-May-22;OFFLINE;SCOOPY;22.880.000;0;TUNAI
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500043;17-May-22;OFFLINE;BEAT;19.956.500;0;TUNAI
FKH PANGKAL PINANG;KEPULAUANBANGKABELIT;BTDPGK220500035;18-May-22;OFFLINE;VARIO 160;27.890.000;40.000;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500035;17-May-22;OFFLINE;CB150R;32.864.000;0;TUNAI
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500016;18-May-22;ONLINE;SCOOPY;23.120.000;0;TUNAI
FKH MARIORIAWA;SULAWESISELATAN;BTDMAR220500018;17-May-22;OFFLINE;BEAT;19.650.000;0;TUNAI
FKH SUNGAI LIAT;KEPULAUANBANGKABELIT;BTDSNL220500031;17-May-22;OFFLINE;VARIO 160;27.890.000;0;TUNAI
FKHC PEMALI;KEPULAUANBANGKABELIT;BTDPEM220500004;17-May-22;OFFLINE;VARIO 160;27.890.000;200.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500055;17-May-22;OFFLINE;REVO;16.260.000;0;TUNAI
FKH TERNATE UTARA;MALUKUUTARA;BTDTTU220500023;18-May-22;OFFLINE;GENIO;20.940.000;400.000;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500038;17-May-22;OFFLINE;SCOOPY;23.673.000;0;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220500072;18-May-22;OFFLINE;PCX160;35.225.000;0;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500036;17-May-22;OFFLINE;REVO;16.210.000;150.000;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500041;17-May-22;OFFLINE;BEAT;19.310.000;0;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500040;17-May-22;OFFLINE;PCX160;34.180.000;0;TUNAI
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500014;17-May-22;OFFLINE;VARIO 160;28.810.000;0;TUNAI
FKH PRINGSEWU;LAMPUNG;BTDPSW220500036;17-May-22;OFFLINE;SUPRAX125;20.366.000;150.000;TUNAI
FKH GORONTALO;GORONTALO;BTDGTO220500032;18-May-22;OFFLINE;SUPRA GTR 150;25.660.000;60.000;TUNAI
FKH MANDONGA;SULAWESITENGGARA;BTDMDA220500005;18-May-22;OFFLINE;REVO;19.130.000;0;TUNAI
FKH MADIUN;JAWATIMUR;BTDMDN220500038;18-May-22;OFFLINE;REVO;18.375.000;475.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500016;17-May-22;OFFLINE;VARIO 160;27.436.000;600.000;TUNAI
FKH KLARI;JAWABARAT;BTDKLA220500009;17-May-22;OFFLINE;SUPRAX125;19.750.000;400.000;TUNAI
FKH MARIORIAWA;SULAWESISELATAN;BTDMAR220500016;19-May-22;OFFLINE;BEAT;19.760.000;0;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500025;17-May-22;OFFLINE;VARIO 160;27.436.000;500.000;TUNAI
FKH TANJUNG KARANG TIMUR;LAMPUNG;BTDTKG220500017;19-May-22;OFFLINE;PCX160;32.527.500;0;TUNAI
FKH MALINAU;KALIMANTANUTARA;BTDMLU220500023;18-May-22;OFFLINE;VARIO 160;29.020.000;0;TUNAI
FKH BELINYU;KEPULAUANBANGKABELIT;BTDBYU220500009;18-May-22;ONLINE;VARIO 160;30.590.000;0;TUNAI
FKH BELINYU;KEPULAUANBANGKABELIT;BTDBYU220500008;18-May-22;ONLINE;VARIO 160;30.590.000;0;TUNAI
FKH BENGKULU;BENGKULU;BTDBKL220500072;18-May-22;OFFLINE;CBR 150R;36.510.000;30.000;TUNAI
FKH ROTE;NUSATENGGARATIMUR;BTDRTE220500014;17-May-22;OFFLINE;BEAT;20.235.000;500.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500075;18-May-22;OFFLINE;VARIO 160;26.890.000;350.000;TUNAI
FKH BANGLI;BALI;BTDBGL220500021;18-May-22;OFFLINE;SCOOPY;22.880.000;0;TUNAI
FKH KOLAKA;SULAWESITENGGARA;BTDKLK220500021;18-May-22;OFFLINE;REVO;17.880.000;30.000;TUNAI
FKH MBAY;NUSATENGGARATIMUR;BTDMBY220500007;18-May-22;OFFLINE;CB150R;32.525.500;0;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220500086;18-May-22;OFFLINE;VARIO 160;26.850.000;300.000;TUNAI
FKH KLUNGKUNG;BALI;BTDKLG220500026;18-May-22;OFFLINE;GENIO;19.650.000;500.000;TUNAI
FKH KLUNGKUNG;BALI;BTDKLG220500027;18-May-22;OFFLINE;VARIO 125;22.650.000;0;TUNAI
FKH NARMADA;NUSATENGGARABARAT;BTDNMA220500012;20-May-22;OFFLINE;PCX160;35.380.000;400.000;TUNAI
FKH NARMADA;NUSATENGGARABARAT;BTDNMA220500011;19-May-22;OFFLINE;VARIO 125;24.110.000;610.000;TUNAI
FKH MADIUN;JAWATIMUR;BTDMDN220500039;18-May-22;OFFLINE;VARIO 160;27.526.000;600.000;TUNAI
FKH ENDE;NUSATENGGARATIMUR;BTDNDE220500018;18-May-22;OFFLINE;VARIO 125;23.983.500;0;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500039;18-May-22;OFFLINE;REVO;16.210.000;150.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500084;18-May-22;OFFLINE;BEAT;20.110.000;110.000;TUNAI
FKH MALANG KOTA;JAWATIMUR;BTDMLG220500029;18-May-22;OFFLINE;VARIO 160;31.025.000;500.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500060;18-May-22;OFFLINE;CBR 150R;42.770.000;270.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500085;18-May-22;OFFLINE;PCX160;32.180.000;30.000;TUNAI
FKH PAREPARE;SULAWESISELATAN;BTDPRE220500033;18-May-22;OFFLINE;VARIO 160;29.250.000;70.000;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500040;18-May-22;OFFLINE;REVO;14.470.000;100.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220400129;19-May-22;OFFLINE;VARIO 160;30.455.000;500.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500059;18-May-22;OFFLINE;BEAT;19.945.000;0;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500041;18-May-22;OFFLINE;VARIO 125;24.538.000;0;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500061;18-May-22;OFFLINE;VARIO 160;28.050.000;0;TUNAI
FKH SIMBORO;SULAWESIBARAT;BTDSBR220500012;18-May-22;OFFLINE;REVO;18.050.000;0;TUNAI
FKH JAMBI;JAMBI;BTDJMB220500057;19-May-22;OFFLINE;VARIO 160;25.410.000;200.000;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500042;18-May-22;OFFLINE;VARIO 125;24.386.000;0;TUNAI
FKH SUNGAI LIAT;KEPULAUANBANGKABELIT;BTDSNL220500038;19-May-22;OFFLINE;VARIO 160;30.874.750;0;TUNAI
FKH RANGKUI;KEPULAUANBANGKABELIT;BTDRKI220500019;19-May-22;OFFLINE;VARIO 160;30.590.000;0;TUNAI
FKH CIBEBER;JAWABARAT;BTDCBB220500009;19-May-22;OFFLINE;SONIC 150R;24.000.000;1.000.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500064;19-May-22;OFFLINE;BEAT;19.945.000;0;TUNAI
FKH CIANJUR;JAWABARAT;BTDCJR220500018;19-May-22;OFFLINE;VARIO 125;22.900.000;800.000;TUNAI
FKH CIANJUR;JAWABARAT;BTDCJR220500020;20-May-22;OFFLINE;CRF150L;34.900.000;300.000;TUNAI
FKH MARTAPURA;SUMATERASELATAN;BTDMTP220500017;20-May-22;ONLINE;REVO;18.570.000;570.000;TUNAI
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500050;19-May-22;OFFLINE;REVO;17.773.500;0;TUNAI
FKH SIMBORO;SULAWESIBARAT;BTDSBR220500013;19-May-22;OFFLINE;REVO;18.050.000;0;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500077;20-May-22;OFFLINE;BEAT;19.550.000;200.000;TUNAI
FKHMAULAFA;NUSATENGGARATIMUR;BTDMLF220500015;19-May-22;OFFLINE;REVO;17.370.000;0;TUNAI
FKH PANGKAL PINANG;KEPULAUANBANGKABELIT;BTDPGK220500038;19-May-22;OFFLINE;VARIO 160;27.890.000;40.000;TUNAI
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500033;19-May-22;OFFLINE;CRF150L;36.370.000;100.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500095;19-May-22;OFFLINE;BEAT;19.550.000;200.000;TUNAI
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220500016;20-May-22;ONLINE;VARIO 125;23.165.000;100.000;TUNAI
FKH MALANG KOTA;JAWATIMUR;BTDMLG220500033;19-May-22;OFFLINE;VARIO 125;24.107.000;107.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500067;19-May-22;OFFLINE;GENIO;21.165.000;0;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500054;19-May-22;OFFLINE;SCOOPY;23.370.000;0;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500046;19-May-22;OFFLINE;VARIO 160;28.301.000;0;TUNAI
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500023;20-May-22;OFFLINE;VARIO 160;26.310.000;510.000;TUNAI
FKH PASANGKAYU;SULAWESIBARAT;BTDPKY220500036;21-May-22;OFFLINE;REVO;18.050.000;0;TUNAI
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500041;20-May-22;OFFLINE;VARIO 160;28.790.000;0;TUNAI
FKH BANGLI;BALI;BTDBGL220500020;21-May-22;OFFLINE;SCOOPY;23.230.000;0;TUNAI
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500025;20-May-22;OFFLINE;GENIO;19.610.000;300.000;TUNAI
FKH SEI RAYA;KALIMANTANBARAT;BTDSEI220500036;20-May-22;OFFLINE;SUPRAX125;20.700.000;500.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500040;20-May-22;OFFLINE;VARIO 160;27.436.000;250.000;TUNAI
FKH TOPOYO;SULAWESIBARAT;BTDTPY220500019;20-May-22;ONLINE;CBR 150R;37.040.000;500.000;TUNAI
FKH SEKARBELA;NUSATENGGARABARAT;BTDBEL220500012;20-May-22;OFFLINE;PCX160;32.220.000;400.000;TUNAI
FKH SEKARBELA;NUSATENGGARABARAT;BTDBEL220500013;20-May-22;OFFLINE;BEAT;19.495.000;200.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500098;20-May-22;OFFLINE;CB150R;30.610.000;610.000;TUNAI
FKH MARIORIAWA;SULAWESISELATAN;BTDMAR220500021;21-May-22;OFFLINE;BEAT;20.110.000;0;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500043;20-May-22;OFFLINE;VARIO 160;28.130.000;200.000;TUNAI
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500041;20-May-22;ONLINE;SUPRAX125;21.860.000;250.000;TUNAI
FKH TAMAFKHARI;KEPULAUANBANGKABELIT;BTDTMS220500019;23-May-22;OFFLINE;VARIO 160;30.590.000;600.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500099;20-May-22;OFFLINE;BEAT;19.550.000;0;TUNAI
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220500004;20-May-22;OFFLINE;VARIO 125;23.165.000;0;TUNAI
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500029;21-May-22;OFFLINE;VARIO 125;23.706.000;0;TUNAI
FKH MADIUN;JAWATIMUR;BTDMDN220500057;21-May-22;OFFLINE;VARIO 160;27.526.000;626.000;TUNAI
FKH AMBARAWA;LAMPUNG;BTDABW220500018;20-May-22;OFFLINE;VARIO 160;27.298.000;0;TUNAI
FKH MANGGAR;KEPULAUANBANGKABELIT;BTDMGR220500046;20-May-22;OFFLINE;REVO;18.137.000;0;TUNAI
FKH BETUN;NUSATENGGARATIMUR;BTDBTN220500040;21-May-22;OFFLINE;SUPRAX125;21.895.000;0;TUNAI
FKH KEFA;NUSATENGGARATIMUR;BTDKFA220500048;20-May-22;OFFLINE;SUPRAX125;21.895.000;0;TUNAI
FKH ENDE;NUSATENGGARATIMUR;BTDNDE220500022;20-May-22;OFFLINE;VARIO 125;24.769.500;0;TUNAI
FKH PALOPO;SULAWESISELATAN;BTDPLP220500064;20-May-22;OFFLINE;REVO;18.220.000;400.000;TUNAI
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220400095;21-May-22;OFFLINE;VARIO 125;23.165.000;0;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500064;20-May-22;OFFLINE;CBR 150R;39.030.000;0;TUNAI
FKH MBAY;NUSATENGGARATIMUR;BTDMBY220500009;20-May-22;OFFLINE;BEAT;19.970.500;0;TUNAI
FKH PRINGSEWU;LAMPUNG;BTDPSW220500050;21-May-22;OFFLINE;CBR 150R;38.039.500;989.500;TUNAI
FKH JAMBI;JAMBI;BTDJMB220500076;20-May-22;OFFLINE;VARIO 125;20.980.000;230.000;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500056;21-May-22;OFFLINE;SCOOPY;24.170.000;0;TUNAI
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500043;21-May-22;OFFLINE;GENIO;20.500.000;0;TUNAI
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500034;21-May-22;OFFLINE;BEAT;20.586.000;0;TUNAI
FKH MALANG KOTA;JAWATIMUR;BTDMLG220500041;21-May-22;OFFLINE;VARIO 160;31.025.000;200.000;TUNAI
FKH BENGKULU;BENGKULU;BTDBKL220500085;21-May-22;OFFLINE;SUPRAX125;19.850.000;200.000;TUNAI
FKH RANTEPAO;SULAWESISELATAN;BTDRTP220500008;21-May-22;OFFLINE;VARIO 160;26.530.000;30.000;TUNAI
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220500022;21-May-22;OFFLINE;SUPRAX125;20.832.000;0;TUNAI
FKH MALANG KOTA;JAWATIMUR;BTDMLG220500040;21-May-22;OFFLINE;VARIO 160;31.025.000;300.000;TUNAI
FKH BULULAWANG;JAWATIMUR;BTDBLW220500040;21-May-22;OFFLINE;CRF150L;36.751.000;400.000;TUNAI
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500044;21-May-22;OFFLINE;VARIO 160;28.790.000;0;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500106;21-May-22;OFFLINE;BEAT;19.330.000;0;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500066;21-May-22;OFFLINE;REVO;19.130.000;0;TUNAI
FKH SIMPANG BRAYAN;SUMATERAUTARA;BTDSPB220500031;23-May-22;ONLINE;GENIO;20.320.000;300.000;TUNAI
FKH SUKABUMI;JAWABARAT;BTDSKB220500124;21-May-22;OFFLINE;SONIC 150R;24.050.000;800.000;TUNAI
FKH AMUNTAI;KALIMANTANSELATAN;BTDAMT220500031;23-May-22;OFFLINE;VARIO 160;26.367.000;0;TUNAI
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500024;23-May-22;OFFLINE;SCOOPY;23.520.000;0;TUNAI
FKH MARIORIAWA;SULAWESISELATAN;BTDMAR220500033;25-May-22;ONLINE;BEAT;20.110.000;0;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500107;22-May-22;OFFLINE;VARIO 160;29.840.000;0;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500068;25-May-22;OFFLINE;PCX160;34.400.000;0;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500045;23-May-22;OFFLINE;VARIO 160;30.455.000;600.000;TUNAI
FKH RANTEPAO;SULAWESISELATAN;BTDRTP220500009;23-May-22;OFFLINE;REVO;18.140.000;440.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500048;23-May-22;OFFLINE;VARIO 160;27.436.000;436.000;TUNAI
FKH PANGKAL PINANG;KEPULAUANBANGKABELIT;BTDPGK220500050;23-May-22;OFFLINE;SUPRAX125;21.862.000;252.000;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500072;25-May-22;OFFLINE;VARIO 160;28.150.000;0;TUNAI
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500054;23-May-22;OFFLINE;CB150R;31.778.000;0;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500073;23-May-22;ONLINE;VARIO 160;28.150.000;300.000;TUNAI
FKH JAMBI;JAMBI;BTDJMB220500084;23-May-22;OFFLINE;SUPRAX125;18.865.000;300.000;TUNAI
FKH GORONTALO;GORONTALO;BTDGTO220500053;23-May-22;OFFLINE;REVO;17.120.000;200.000;TUNAI
FKH BONTANG;KALIMANTANTIMUR;BTDBTA220500064;23-May-22;OFFLINE;REVO;18.580.000;0;TUNAI
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500047;23-May-22;OFFLINE;VARIO 160;28.570.000;100.000;TUNAI
FKH ROTE;NUSATENGGARATIMUR;BTDRTE220500019;23-May-22;OFFLINE;VARIO 125;24.737.000;0;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500051;23-May-22;OFFLINE;REVO;16.210.000;150.000;TUNAI
FKH SAROLANGUN;JAMBI;BTDSRO220500052;23-May-22;OFFLINE;SUPRAX125;18.865.000;200.000;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500067;23-May-22;OFFLINE;SCOOPY;24.170.000;0;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500075;25-May-22;OFFLINE;REVO;17.410.000;300.000;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220500132;24-May-22;OFFLINE;PCX160;35.225.000;200.000;TUNAI
FKH BANJARMASIN;KALIMANTANSELATAN;BTDBJM220500037;24-May-22;OFFLINE;CBR 150R;36.365.000;300.000;TUNAI
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500047;24-May-22;OFFLINE;REVO;16.880.000;600.000;TUNAI
FKH MOROTAI SELATAN;MALUKUUTARA;BTDMRT220500017;24-May-22;ONLINE;REVO;18.130.000;130.000;TUNAI
FKH GORONTALO;GORONTALO;BTDGTO220500055;24-May-22;OFFLINE;REVO;17.120.000;200.000;TUNAI
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500036;24-May-22;OFFLINE;VARIO 125;23.606.000;0;TUNAI
FKH LAHAT;SUMATERASELATAN;BTDLHT220500010;24-May-22;OFFLINE;CRF150L;36.420.000;200.000;TUNAI
FKH GORONTALO;GORONTALO;BTDGTO220500057;24-May-22;OFFLINE;REVO;17.120.000;120.000;TUNAI
FKH MBAY;NUSATENGGARATIMUR;BTDMBY220500011;24-May-22;OFFLINE;SUPRA X 125;21.601.500;0;TUNAI
FKH KUMPEH ULUH JAMBI;JAMBI;BTDKUJ220500002;25-May-22;OFFLINE;PCX160;34.160.000;300.000;TUNAI
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500037;24-May-22;OFFLINE;VARIO 125;22.187.000;0;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500052;24-May-22;OFFLINE;VARIO 160;27.436.000;700.000;TUNAI
FKH TAMAFKHARI;KEPULAUANBANGKABELIT;BTDTMS220500029;28-May-22;OFFLINE;REVO;17.612.000;680.000;TUNAI
FKH BENGKULU;BENGKULU;BTDBKL220500106;24-May-22;OFFLINE;VARIO 160;29.330.000;600.000;TUNAI
FKH DARUSSALAM;ACEH;BTDDRS220500032;24-May-22;OFFLINE;VARIO 160;27.231.000;350.000;TUNAI
FKH ATAMBUA;NUSATENGGARATIMUR;BTDATB220500067;24-May-22;OFFLINE;SUPRAX125;21.895.000;295.000;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500081;24-May-22;OFFLINE;BEAT;19.945.000;0;TUNAI
FKH SUMBAWA;NUSATENGGARABARAT;BTDSBW220500084;24-May-22;OFFLINE;VARIO 160;28.050.000;0;TUNAI
FKH DENPASAR;BALI;BTDDPR220500082;24-May-22;OFFLINE;PCX160;36.140.000;500.000;TUNAI
FKH SOE;NUSATENGGARATIMUR;BTDSOE220500036;24-May-22;OFFLINE;BEAT;20.586.000;0;TUNAI
FKH PRABUMULIH;SUMATERASELATAN;BTDPBM220500051;25-May-22;OFFLINE;ADV 150;36.540.000;300.000;TUNAI
FKH KAPUAS;KALIMANTANTENGAH;BTDPUA220500065;25-May-22;OFFLINE;CRF150L;35.703.000;0;TUNAI
FKH TANJUNG;KALIMANTANSELATAN;BTDTJG220500038;25-May-22;OFFLINE;VARIO 160;26.367.000;0;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500054;25-May-22;OFFLINE;REVO;16.579.000;500.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500055;25-May-22;OFFLINE;REVO;16.579.000;500.000;TUNAI
FKH PRINGSEWU;LAMPUNG;BTDPSW220500061;25-May-22;OFFLINE;VARIO 160;26.935.000;100.000;TUNAI
FKH SUKABUMI;JAWABARAT;BTDSKB220500143;27-May-22;OFFLINE;VARIO 160;29.825.000;400.000;TUNAI
FKH SAMARINDA;KALIMANTANTIMUR;BTDSRI220500050;25-May-22;OFFLINE;VARIO 125;25.130.000;0;TUNAI
FKH TOBELO;MALUKUUTARA;BTDTBL220500046;25-May-22;OFFLINE;CB150R;33.350.000;750.000;TUNAI
FKH KOLAKA;SULAWESITENGGARA;BTDKLK220500033;25-May-22;OFFLINE;SUPRAX125;21.590.000;40.000;TUNAI
FKH SAMARINDA ILIR;KALIMANTANTIMUR;BTDSMI220500001;25-May-22;OFFLINE;VARIO 160;28.790.000;0;TUNAI
FKH JAMBI;JAMBI;BTDJMB220400185;27-May-22;OFFLINE;SUPRAX125;18.865.000;400.000;TUNAI
FKH SANGATTA UTARA;KALIMANTANTIMUR;BTDSGT220500071;25-May-22;OFFLINE;ADV 150;40.590.000;0;TUNAI
FKH MAMUJU;SULAWESIBARAT;BTDMMJ220500029;25-May-22;OFFLINE;REVO;18.120.000;120.000;TUNAI
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500025;25-May-22;OFFLINE;VARIO 160;26.880.000;300.000;TUNAI
FKH TALANG PADANG;LAMPUNG;BTDTLP220500003;25-May-22;OFFLINE;VARIO 160;27.298.000;300.000;TUNAI
FKH LABUAN BADAS;NUSATENGGARABARAT;BTDLBD220500012;25-May-22;OFFLINE;BEAT;19.945.000;0;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500195;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500196;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500198;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500050;25-May-22;ONLINE;GENIO;21.670.000;150.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500199;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH NANGA PINOH;KALIMANTANBARAT;BTDNPH220500073;25-May-22;OFFLINE;REVO;18.690.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500200;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500201;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500202;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500203;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500204;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH BONE;SULAWESISELATAN;BTDBNE220500127;25-May-22;OFFLINE;VARIO 160;26.890.000;0;TUNAI
FKH SLIPI;DKIJAKARTA;BTDSLP220500205;30-May-22;OFFLINE;REVO;15.809.000;300.000;TUNAI
FKH SURABAYA;JAWATIMUR;BTDSBY220500057;25-May-22;OFFLINE;VARIO 160;30.455.000;350.000;TUNAI
FKH PERBAUNGAN;SUMATERAUTARA;BTDPBG220500026;25-May-22;OFFLINE;VARIO 160;26.880.000;180.000;TUNAI
FKH MANADO;SULAWESIUTARA;BTDMDO220500052;25-May-22;OFFLINE;CBR 150R;38.350.000;1.000.000;TUNAI
FKH NUNUKAN;KALIMANTANUTARA;BTDNUK220500051;25-May-22;ONLINE;GENIO;21.120.000;0;TUNAI
FKH TANGERANG;BANTEN;BTDTGR220500210;30-May-22;ONLINE;BEAT;18.791.000;0;TUNAI
FKH MALANG KOTA;JAWATIMUR;BTDMLG220500048;25-May-22;OFFLINE;CB150R;32.041.000;741.000;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220400025;27-May-22;OFFLINE;PCX160;31.550.000;400.000;TUNAI
FKH KENDARI;SULAWESITENGGARA;BTDKDI220500080;25-May-22;OFFLINE;REVO;19.130.000;0;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220500141;25-May-22;OFFLINE;VARIO 160;29.875.000;300.000;TUNAI
FKH KARAWANG;JAWABARAT;BTDKRW220500142;27-May-22;OFFLINE;VARIO 125;22.525.000;225.000;TUNAI
FKH ROTE;NUSATENGGARATIMUR;BTDRTE220500021;25-May-22;OFFLINE;SUPRAX125;21.895.000;0;TUNAI
FKH BANGLI;BALI;BTDBGL220500038;27-May-22;OFFLINE;VARIO 160;30.060.000;300.000;TUNAI
FKH GORONTALO;GORONTALO;BTDGTO220500065;27-May-22;OFFLINE;REVO;17.120.000;220.000;TUNAI
FKH WAIKABUBAK;NUSATENGGARATIMUR;BTDWKB220500059;28-May-22;OFFLINE;BEAT;20.155.000;0;TUNAI
